Asin,Color,Country Code,"Month, Day, Year of Date",Order ID,Size,Store,Cost,Price,Profit,Sales,Units
B09JG4TTP2,Black,US,10/25/2022,64172e181bb907e393d712f3,240mmm,Dracaena Store,41.1,69,83.7,207,3
B09JG4TTP2,Black,GB,11/4/2022,64227a068c830bbda3ab53d2,240mmm,Dracaena Store,41.1,76.2,35.1,76.2,1
B09JG4TTP2,Black,US,11/9/2022,64320a662573fba749c92bcc,240mmm,Dracaena Store,41.1,69,111.6,276,4
B09JG4TTP2,Black,DE,11/18/2022,64325d602573fba749d0c95d,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,US,11/20/2022,64404c69c0c3edd418f1b2bd,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,GB,2/17/2023,64418accc0c3edd41807ec6b,240mmm,Dracaena Store,41.1,79.9973,38.8973,79.9973,1
B09JG4TTP2,Black,JP,12/3/2022,64424bcac0c3edd41815c1a4,240mmm,Dracaena Store,41.1,84.581,43.481,84.581,1
B09JG4TTP2,Black,DE,12/17/2022,64424c68c0c3edd41815cc7b,240mmm,Dracaena Store,41.1,74.1091,33.0091,74.1091,1
B09JG4TTP2,Black,DE,11/22/2022,64424c68c0c3edd41815cc62,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,DE,12/8/2022,64424c68c0c3edd41815cc72,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,DE,12/9/2022,64424c68c0c3edd41815cc73,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,DE,12/11/2022,64424c68c0c3edd41815cc75,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,DE,12/13/2022,64424c68c0c3edd41815cc77,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,US,12/23/2022,64427bf9dc352d950f443aa2,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,12/25/2022,64427bf9dc352d950f443aa4,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,12/26/2022,64427bf9dc352d950f443aa5,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,12/27/2022,64427bf9dc352d950f443aa6,240mmm,Ingenious Store,41.1,75.99,104.67,227.97,3
B09JG4TTP2,Black,JP,1/21/2023,64427c75c0c3edd4181917e5,240mmm,Dracaena Store,41.1,84.693,87.186,169.386,2
B09JG4TTP2,Black,JP,1/22/2023,64427c75c0c3edd4181917e6,240mmm,Dracaena Store,41.1,84.693,43.593,84.693,1
B09JG4TTP2,Black,US,11/25/2022,644183c4c0c3edd418077fb1,240mmm,Dracaena Store,41.1,62,20.9,62,1
B09JG4TTP2,Black,US,11/27/2022,644183c4c0c3edd418077fb3,240mmm,Dracaena Store,41.1,69.99,28.89,69.99,1
B09JG4TTP2,Black,US,11/28/2022,644183c4c0c3edd418077fb4,240mmm,Dracaena Store,41.1,75.99,69.78,151.98,2
